Ссылка;Высказывание;Ключевые слова;Счёт;;;;
https://vc.ru/services/118407-kak-proveryayut-na-koronavirus-obzor-rossiyskih-i-ne-tolko-testov;Первый и основной метод исследования на коронавирус, используемый в России сейчас, — это ПЦР (полимеразная цепная реакция), определяет генетический материал вируса.;тест;7;;;;
https://vc.ru/services/118407-kak-proveryayut-na-koronavirus-obzor-rossiyskih-i-ne-tolko-testov;Тест-система «Поливир SARS-CoV-2» основана на выявлении РНК коронавируса SARS-CoV-2 методом полимеразной цепной реакции (ПЦР) с обратной транскрипцией и выпускается в двух вариантах исполнения: Base и Express;тест;8;;;;
https://trends.rbc.ru/trends/innovation/5e8b20ac9a794776a039615d;Согласно руководству ВОЗ, анализы на коронавирус COVID-19 должны проводиться методом полимеразной цепной реакции (ПЦР) с обратной транскрипцией.;тест;9;;;;
https://trends.rbc.ru/trends/innovation/5e8b20ac9a794776a039615d;В случае с коронавирусом мазок для анализа берут из ротоглотки или носоглотки, поскольку в крови или в кале вирус появляется на более продвинутой стадии болезни.;тест;10;;;;
https://yarreg.ru/articles/kt-pri-koronaviruse-panaceya-ili-biznes/;«Золотым стандартом» диагностики коронавирусной инфекции является ПЦР-диагностика;тест;11;;;;
https://vc.ru/flood/122720-kompyuternaya-tomografiya-ili-test-chem-poymat-koronavirus;При ПЦР-тестировании отмечается гиподиагностика, то есть ПЦР дает отрицательный результат, а человек на самом деле все-таки болеет COVID-19.;тест;12;;;;
https://vc.ru/flood/122720-kompyuternaya-tomografiya-ili-test-chem-poymat-koronavirus;Самый распространенный сегодня метод тестирования – ПЦР, у пациента берут пробу мокроты и определяют наличие или отсутствие вируса.;тест;13;;;;
https://nauka.tass.ru/nauka/9317309;Организм детей, которые заразились коронавирусом нового типа, продолжает вырабатывать множество вирусных частиц на протяжении двух-трех недель, даже если видимых симптомов болезни у них нет. ;течение;2;;;;
https://nauka.tass.ru/nauka/9317309;В среднем в организме детей с симптомами COVID-19 вирус оставался на протяжении 18-19 дней, а среди бессимптомных носителей вируса – 14 дней.;течение;3;;;;
https://www.business-gazeta.ru/article/468307;Так, швейцарский главный инфекционист доктор Пьетро Вернацца (Pietro Vernazza) в середине апреля в интервью объяснил, что болезнь COVID-19 «лёгкая для подавляющего большинства людей».;течение;4;;;;
